,n1,n2,n3,n4,n6,n7,n8,n9,n10,n11,n13,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n39,n40,n41,n42,n43,n44,n45,n343,n344,n345,n346,n347,n349,n350,n351,n352,n353,n354,n355,n356,n357,n358,n360,n361,n362,n364,n365,n366,n367,n368,n369,n370,n371,n372,n373,n374,n375,n376,n377,n378,n379,n381,n382,n383,n384,n385,n386,n387,n388,n389
16:45:00,433.0,194.76,252.21,841.53,303.69,486.09,355.13,507.52,100.11,607.21,255.2,104.43,460.15,77.61,135.94,159.08,65.93,175.2,149.11,55.89,752.59,33.13,157.58,402.58,55.24,350.17,150.99,95.85,146.36,117.52,56.12,319.3,17.2,392.23,189.92,283.08,146.91,43.31,325.76,176.92,307.01,54.32,196.1,21.04,69.28,217.19,474.96,139.0,304.01,140.39,456.82,139.82,121.77,575.83,303.7,142.44,7.17,110.27,141.91,188.82,148.02,131.38,216.4,315.14,89.51,44.94,34.28,123.95,75.02,140.15,364.92,14.45,110.44,256.63,165.83,93.51,259.55,56.27,308.89,182.69,531.66,189.96
16:50:00,449.31,201.19,251.01,837.79,316.76,509.19,358.49,515.01,98.38,567.0,248.55,99.8,479.95,77.37,135.78,165.17,61.57,182.59,144.4,54.58,732.59,32.71,153.53,394.67,57.22,348.51,154.77,93.61,149.24,118.68,57.66,327.29,17.18,408.46,188.99,281.69,147.41,44.74,338.23,182.47,305.5,56.64,192.45,20.73,68.94,221.27,457.16,144.05,314.88,139.97,461.33,146.38,121.5,561.09,316.26,144.54,7.27,115.52,144.51,197.67,148.47,135.71,221.88,320.55,85.54,43.77,35.6,123.56,76.4,146.06,379.89,15.12,114.67,252.2,167.07,94.4,280.54,55.22,297.32,187.31,544.53,193.91
16:55:00,448.05,200.75,248.04,832.33,314.04,492.04,377.52,486.8,97.89,624.88,252.93,99.13,475.84,76.13,138.65,159.62,67.85,191.63,149.72,53.35,742.33,31.93,173.28,419.34,59.21,344.38,154.12,91.5,143.7,116.79,56.4,325.91,17.54,391.71,183.39,273.34,154.34,44.64,326.88,181.96,296.44,55.67,201.43,20.7,66.9,218.08,481.88,139.69,325.82,137.73,453.98,147.58,116.38,633.28,303.3,136.62,7.29,111.63,144.22,205.96,150.12,135.42,225.83,306.06,84.96,44.54,34.4,127.62,76.24,149.77,361.9,15.76,110.82,250.93,168.51,99.41,272.55,57.79,313.39,190.65,532.41,195.62
17:00:00,459.12,193.35,235.19,848.7,307.12,495.52,368.43,510.93,98.87,601.27,242.4,101.47,465.34,78.5,137.7,159.03,65.29,181.43,146.93,52.31,730.05,31.4,170.14,409.58,57.97,326.54,151.47,89.72,144.0,118.04,57.73,320.32,17.42,395.55,187.74,279.82,149.69,43.0,325.66,175.39,303.47,55.01,194.47,20.82,68.49,219.74,502.05,144.82,319.01,142.0,458.85,146.55,125.32,621.81,306.27,143.39,7.27,112.41,142.52,201.11,152.83,130.42,229.65,318.35,86.97,42.68,34.27,128.65,75.35,144.03,360.13,15.39,110.41,253.46,173.18,97.02,270.68,55.8,326.5,193.87,534.29,195.91
17:05:00,461.32,194.23,248.71,844.73,312.37,473.16,380.37,539.44,101.45,608.34,245.67,99.54,473.3,78.09,144.19,162.37,66.06,186.3,151.36,55.22,728.51,32.66,160.04,414.01,59.03,345.31,149.27,94.7,140.0,124.31,56.31,315.67,18.24,379.61,179.27,267.2,151.11,43.19,332.49,176.52,289.79,56.32,207.73,20.72,65.4,219.57,487.64,148.96,324.82,141.26,483.22,145.84,122.96,584.9,293.93,151.4,7.62,107.33,143.34,195.23,152.51,131.01,225.36,321.81,85.32,43.26,34.99,127.62,75.78,155.81,374.58,14.94,112.72,260.07,178.53,100.16,262.15,59.6,317.14,190.25,519.94,196.17
17:10:00,471.99,195.38,253.47,809.57,326.74,487.67,368.91,515.11,102.13,615.47,252.54,105.14,495.09,79.75,143.65,159.63,66.83,193.41,151.8,56.3,725.23,33.7,171.16,406.54,55.56,351.92,154.69,96.55,150.14,122.81,56.01,327.13,18.18,400.19,180.5,269.03,149.98,43.45,326.9,177.09,291.77,56.65,210.06,20.7,65.85,210.78,481.85,152.2,305.73,144.26,477.39,147.2,124.25,625.56,309.87,144.57,7.59,110.63,145.8,194.13,144.32,131.79,224.73,311.04,90.12,44.47,34.4,121.2,77.08,138.96,366.81,14.85,110.83,261.81,180.52,97.14,282.06,60.27,313.38,189.72,521.42,210.04
17:15:00,465.65,195.71,252.88,758.13,322.49,496.92,380.95,523.8,94.72,600.3,242.83,105.36,488.63,81.42,146.51,154.98,65.18,193.92,150.14,53.64,714.88,32.47,165.36,407.24,59.55,351.1,153.94,92.0,145.99,124.97,56.73,325.54,18.54,394.98,190.49,283.92,144.17,43.52,317.36,177.59,307.92,55.16,214.89,20.28,69.49,229.2,497.09,150.02,327.68,147.29,485.77,149.17,125.22,604.39,305.83,147.01,7.48,112.72,144.08,200.86,147.51,132.01,229.92,315.95,90.31,42.76,33.4,128.42,76.17,150.99,380.46,15.37,107.59,242.83,174.37,100.31,269.87,61.66,323.3,194.1,526.82,195.1
17:20:00,465.85,209.41,255.07,719.96,323.87,501.03,368.11,510.76,100.27,613.85,251.73,100.28,490.73,81.47,138.59,159.88,66.65,188.92,142.63,57.33,710.93,34.07,173.93,403.73,56.67,354.14,150.68,98.33,142.6,123.16,56.07,318.65,17.54,413.23,201.49,300.32,152.1,46.57,327.41,189.62,325.71,58.0,189.19,20.16,73.5,224.81,475.35,146.63,311.84,147.38,478.74,152.29,123.56,635.72,319.96,143.35,7.62,113.66,148.73,199.25,152.65,141.26,229.68,318.43,85.95,44.33,34.46,129.76,78.63,147.95,397.04,15.24,111.0,257.05,166.77,96.93,275.26,54.28,309.15,193.9,528.92,203.46
17:25:00,461.0,196.69,257.25,654.97,318.89,492.47,362.98,498.56,100.28,618.22,251.65,101.99,483.18,83.35,141.68,157.11,67.13,193.39,150.76,56.7,697.14,32.41,168.96,433.17,59.39,357.17,154.7,97.24,139.07,123.54,57.2,327.14,17.93,400.92,180.57,269.14,153.17,43.74,321.73,178.05,291.89,55.32,197.98,19.65,65.87,227.48,481.41,149.33,326.8,150.79,480.22,155.42,125.77,617.51,310.43,139.92,7.34,111.71,146.43,206.57,146.57,132.67,236.8,334.0,87.42,44.31,33.86,126.67,77.41,146.86,383.84,15.8,109.07,257.07,171.65,95.58,279.1,56.81,313.1,199.91,527.57,200.82
17:30:00,458.39,199.37,257.17,594.97,330.88,502.42,373.99,520.9,99.83,626.55,257.41,102.06,501.35,82.33,146.48,165.19,68.03,192.06,148.4,57.54,689.88,32.02,171.24,403.25,60.71,357.06,150.37,98.67,148.64,122.52,59.41,317.99,18.53,405.3,187.34,279.23,158.59,44.34,338.29,180.17,302.83,55.64,204.67,19.15,68.34,228.22,501.58,143.21,334.06,148.94,476.26,149.29,129.44,625.89,313.82,146.19,7.45,113.97,142.46,208.33,150.68,134.48,226.82,315.32,87.48,45.33,35.6,132.83,75.31,156.09,378.02,15.94,114.69,255.92,168.44,98.48,272.15,58.73,326.21,191.48,538.75,202.97
17:35:00,450.96,209.01,245.23,538.29,309.26,499.35,373.8,540.9,103.11,617.5,246.22,110.49,468.59,82.72,143.67,161.58,67.05,196.14,150.59,59.49,685.92,32.71,169.81,406.18,57.98,340.48,153.31,102.02,145.47,127.95,55.63,324.21,18.18,401.77,184.76,275.38,155.76,46.48,330.88,188.6,298.66,58.04,187.73,18.85,67.4,220.23,457.86,151.84,319.05,149.63,497.38,154.55,128.5,620.65,311.09,151.81,7.74,113.28,150.28,207.45,147.98,140.98,231.1,317.86,94.7,43.36,34.82,131.33,79.44,147.13,364.06,15.87,112.18,264.32,175.82,98.43,282.74,53.86,297.77,195.1,533.46,202.41
17:40:00,451.85,198.13,243.12,475.43,328.07,492.95,376.22,558.18,104.31,622.2,252.43,104.13,497.09,79.21,149.75,167.55,67.56,194.83,147.66,56.57,676.01,32.01,172.57,423.5,58.51,337.54,157.74,97.01,138.93,121.67,59.6,333.56,18.95,398.86,181.89,271.1,159.2,44.06,343.11,179.05,294.02,57.28,206.87,18.39,66.35,226.19,492.23,144.92,322.0,143.29,472.97,149.45,118.36,630.75,308.83,156.66,7.5,111.83,142.79,196.68,146.95,133.65,232.17,314.27,89.25,44.45,36.11,127.85,75.49,150.02,401.36,15.05,116.32,267.41,169.87,99.07,278.6,59.35,320.13,196.0,525.94,194.55
17:45:00,439.41,204.79,252.61,426.73,333.25,486.75,376.66,542.85,106.18,622.02,262.84,106.6,504.95,80.41,147.59,158.94,67.54,207.65,155.36,57.6,656.4,32.27,167.11,411.7,58.89,350.73,156.93,98.78,145.77,122.16,56.53,331.85,18.67,427.08,191.49,285.42,150.12,45.54,325.48,185.0,309.54,55.21,198.11,18.05,69.86,230.52,491.33,151.2,324.06,145.47,474.87,154.13,125.86,610.77,330.68,152.35,7.46,110.42,146.87,205.79,151.15,138.14,244.99,314.6,91.37,46.28,34.25,125.85,77.64,153.17,380.22,15.74,110.34,272.19,173.53,99.18,276.58,56.84,319.55,206.83,532.63,211.03
17:50:00,419.85,195.34,255.88,386.16,322.98,486.95,387.38,522.49,102.74,603.95,257.49,108.15,489.39,85.76,148.16,166.07,65.58,198.71,148.05,59.61,647.81,32.74,173.39,406.18,59.98,355.26,153.65,102.24,148.07,128.03,56.81,324.92,18.75,409.91,183.59,273.64,151.75,43.44,340.08,177.3,296.77,56.23,206.94,17.5,66.97,233.96,499.84,147.29,330.05,155.14,497.69,157.55,131.79,633.87,317.39,146.64,7.74,110.45,150.11,207.2,149.37,131.77,237.7,313.83,92.69,45.34,35.79,138.46,79.36,151.75,379.41,15.85,115.3,263.39,176.59,102.01,284.5,59.38,325.08,200.67,527.14,214.41
17:55:00,411.06,197.2,245.69,360.63,332.01,513.31,369.54,531.98,103.07,661.81,249.21,103.24,503.07,84.65,147.76,161.3,71.86,205.95,150.44,59.84,628.8,33.47,163.75,403.38,62.35,341.12,159.72,102.62,140.53,121.75,57.5,337.77,18.7,403.43,189.64,282.66,151.66,43.85,330.32,179.32,306.55,55.45,211.5,17.29,69.18,233.57,495.03,148.89,343.12,153.13,473.28,158.26,124.82,598.55,312.37,149.3,7.6,116.44,142.14,203.87,149.11,133.02,243.86,318.04,88.49,43.88,34.76,125.67,75.14,159.86,373.57,15.6,111.99,264.23,183.57,97.31,280.75,60.68,321.96,205.87,548.8,199.17
18:00:00,405.26,205.6,257.78,347.64,337.21,501.96,394.04,537.47,104.79,623.11,261.64,108.71,510.94,79.41,149.21,168.19,67.66,202.46,144.61,56.82,622.83,33.99,168.69,422.59,59.51,357.9,149.96,97.44,145.54,121.83,57.12,317.11,18.88,415.93,185.41,276.35,153.73,45.72,344.42,185.83,299.71,55.56,207.05,16.99,67.64,231.24,472.2,143.51,327.49,143.65,473.6,149.32,134.47,616.69,322.05,150.84,7.7,113.85,146.85,212.95,157.18,138.69,242.22,310.18,93.18,46.07,36.25,128.48,77.63,152.27,382.23,16.29,116.77,268.63,185.36,103.76,282.32,59.41,307.09,204.48,537.98,202.3
18:05:00,382.95,201.74,246.37,362.75,342.86,497.61,382.79,551.64,103.31,587.86,261.22,105.86,519.5,83.88,146.54,165.05,63.83,202.53,147.23,58.72,607.7,33.9,174.82,406.97,59.95,342.07,163.65,100.7,146.27,122.08,58.88,346.07,18.54,430.66,188.85,281.48,154.61,44.86,338.0,183.43,305.27,56.02,209.71,17.14,68.89,236.2,510.54,154.88,329.91,151.74,474.57,160.99,125.86,639.09,333.45,154.82,7.36,112.87,146.52,207.96,153.24,136.08,237.64,322.01,90.74,46.0,35.57,129.21,77.46,158.61,381.18,15.91,114.59,264.84,182.0,100.8,289.39,60.17,332.04,200.62,530.35,197.37
18:10:00,370.94,209.71,259.93,390.98,306.88,486.87,388.71,536.16,105.55,638.74,268.97,100.66,464.99,77.47,146.3,167.93,69.36,198.72,153.59,58.71,589.62,33.21,171.36,402.09,59.58,360.89,154.64,100.68,147.69,123.22,57.05,327.01,18.51,415.94,184.96,275.68,146.56,46.63,343.88,189.57,298.98,58.06,208.41,16.6,67.47,243.03,497.52,154.78,327.86,140.15,479.0,154.59,126.05,626.44,322.06,150.47,7.79,110.44,145.8,204.62,153.91,141.46,240.75,322.81,86.27,47.36,36.19,130.21,77.08,159.07,387.66,15.65,116.58,270.59,181.74,102.36,276.19,59.8,323.56,203.24,528.61,202.14
18:15:00,357.76,200.69,255.07,436.96,334.06,524.64,385.67,534.93,98.44,628.27,271.26,108.78,506.17,77.42,156.99,165.32,68.22,205.04,152.16,59.94,579.87,32.84,170.35,412.22,57.38,354.14,156.12,102.8,146.11,121.54,59.76,330.15,19.86,422.75,190.19,283.48,161.82,44.63,338.55,181.55,307.44,56.16,215.05,16.48,69.38,234.95,493.06,149.14,315.76,140.06,472.45,147.9,131.69,622.8,327.33,150.13,7.43,119.01,145.12,212.4,151.71,135.38,243.63,314.47,93.24,47.76,35.63,129.57,76.72,154.0,379.05,16.25,114.78,252.36,185.38,101.56,283.26,61.7,320.67,205.67,556.59,204.08
18:20:00,338.2,206.45,252.41,496.98,321.46,500.98,382.83,548.85,99.77,597.23,254.31,108.6,487.07,85.26,154.55,164.46,64.85,201.67,148.68,58.67,563.75,33.01,178.61,422.88,61.32,350.45,161.42,100.62,142.1,130.22,56.98,341.36,19.56,424.03,184.99,275.73,155.56,45.91,336.78,186.28,299.04,59.63,218.21,16.3,67.49,245.51,500.29,148.74,337.44,154.23,506.2,154.98,128.69,652.94,328.32,154.04,8.02,113.64,149.46,194.01,150.29,139.26,234.9,324.52,93.08,44.78,35.44,135.62,79.01,155.36,371.88,14.84,114.18,255.77,178.34,100.81,279.52,62.61,325.38,198.3,546.01,198.67
18:25:00,317.94,205.07,258.59,556.96,329.5,492.87,396.33,552.96,106.3,654.67,246.99,108.94,499.26,85.81,148.11,165.08,71.09,200.8,156.06,59.25,549.27,33.18,170.62,432.37,64.47,359.03,155.83,101.62,146.07,126.11,58.31,329.54,18.74,407.76,190.52,283.97,157.97,45.6,338.06,185.48,307.98,55.45,211.83,16.2,69.5,226.02,493.88,155.07,354.8,155.24,490.2,157.21,127.2,623.74,315.73,155.19,7.81,111.8,144.84,213.43,153.26,138.33,244.47,330.53,93.37,43.49,35.58,143.69,76.57,146.96,375.23,16.33,114.61,272.52,187.14,104.36,285.52,60.78,321.2,206.39,528.45,202.27
18:30:00,301.12,198.72,253.38,628.29,346.09,471.65,370.69,566.92,106.93,621.81,260.29,109.18,524.4,82.71,159.92,165.38,67.52,206.16,151.25,60.2,529.26,32.73,173.47,403.71,65.05,351.8,163.57,103.24,142.22,123.75,57.41,345.89,20.23,416.05,191.6,285.58,158.74,44.19,338.67,180.3,309.71,57.25,202.87,15.78,69.89,237.9,508.92,158.77,357.99,149.62,481.04,153.1,123.92,634.12,322.15,159.11,7.54,106.98,145.56,211.0,151.82,134.05,232.49,314.32,93.58,45.83,35.64,130.75,76.95,160.32,366.89,16.14,114.82,274.11,185.07,97.61,296.52,58.21,330.98,196.27,511.5,204.71
18:35:00,288.29,204.74,260.73,698.11,335.51,507.49,385.96,579.91,102.02,626.5,259.67,104.42,508.36,81.86,157.43,171.88,68.03,207.03,151.54,55.0,506.58,33.86,180.29,409.48,63.1,362.0,159.58,94.32,147.69,127.81,56.94,337.45,19.92,420.69,184.2,274.55,158.37,45.53,351.97,185.44,297.75,58.7,214.41,15.47,67.2,240.75,510.9,146.3,347.26,148.09,496.82,157.44,135.13,659.06,325.74,162.75,7.59,115.11,148.09,210.3,152.06,138.11,247.48,313.69,89.5,45.72,37.04,137.15,78.29,158.57,381.66,16.09,119.33,261.54,191.43,101.63,287.06,61.52,332.28,208.93,543.21,208.11
18:40:00,271.43,203.47,270.88,762.05,333.11,503.64,392.18,562.38,105.06,629.53,261.11,103.1,504.73,83.23,158.14,171.04,68.36,209.36,149.56,56.49,488.8,32.94,183.19,428.46,64.11,376.1,150.82,96.88,146.53,126.01,57.13,318.93,20.01,414.91,194.24,289.51,150.18,45.25,350.27,183.89,313.98,59.94,209.85,15.22,70.86,237.19,503.78,159.8,352.77,150.56,489.85,159.72,128.52,669.66,321.26,157.83,7.94,114.24,150.49,204.6,154.06,137.25,241.21,323.75,88.37,45.98,36.86,136.34,79.56,167.34,365.53,15.65,118.75,269.34,184.56,103.27,299.3,60.21,327.64,203.63,544.47,206.99
18:45:00,257.08,196.76,266.46,815.77,334.13,526.0,392.73,568.12,106.82,634.44,262.35,109.99,506.28,80.23,151.75,165.92,68.89,211.7,147.3,59.81,474.15,32.56,175.46,412.5,60.45,369.95,169.13,102.57,142.93,128.02,57.58,357.65,19.2,410.83,191.4,285.29,148.92,43.76,339.77,178.11,309.4,60.49,218.28,15.09,69.82,244.68,500.36,151.66,332.64,145.14,497.66,160.24,135.77,641.46,318.1,159.44,7.77,119.31,145.2,205.76,151.45,132.72,233.86,325.84,94.27,46.2,35.76,134.13,76.76,164.31,382.79,15.74,115.19,273.84,186.33,103.42,301.82,62.63,325.4,197.43,560.34,204.66
18:50:00,242.33,206.53,255.12,872.17,352.87,512.07,389.68,586.59,101.45,597.68,267.02,109.24,534.66,81.4,152.6,169.05,64.9,203.7,147.97,60.42,469.74,33.7,173.95,404.44,65.04,354.21,163.79,103.63,148.24,126.3,58.8,346.37,19.31,402.62,192.64,287.13,163.21,45.93,346.19,186.77,311.4,58.36,209.37,14.94,70.28,241.91,507.67,162.57,357.9,147.25,490.95,158.64,133.26,635.97,311.75,164.63,8.12,116.15,155.07,204.06,155.2,139.31,237.14,307.14,93.63,47.02,36.43,141.38,81.98,162.52,379.03,15.61,117.37,260.07,180.5,102.61,292.03,60.07,330.17,200.19,546.35,199.1
18:55:00,228.73,206.66,257.59,891.83,337.47,513.0,407.65,576.31,107.64,637.16,269.17,103.21,511.33,86.6,158.14,167.94,69.18,198.87,157.6,60.91,458.32,33.65,168.14,414.33,66.62,357.64,164.8,104.47,150.18,130.13,57.02,348.51,20.01,415.56,193.6,288.56,149.55,45.96,343.9,186.79,312.95,59.28,216.8,14.71,70.63,243.75,490.89,152.69,366.61,156.65,505.87,159.04,134.62,614.72,321.76,161.74,8.0,116.36,150.83,210.6,155.02,139.4,250.41,324.46,88.46,47.4,36.19,142.46,79.73,165.0,371.54,16.11,116.59,275.95,184.59,107.34,302.96,62.21,319.25,211.4,551.65,197.9
19:00:00,221.57,209.88,258.77,914.17,338.89,531.43,420.01,558.82,104.35,648.02,275.92,112.59,513.49,87.04,159.58,169.07,70.36,204.34,150.59,62.11,444.27,33.39,173.89,406.22,64.84,359.27,158.73,106.52,146.79,125.45,59.53,335.66,20.19,431.5,199.65,297.58,161.52,46.67,346.23,189.82,322.74,60.74,201.13,14.82,72.83,243.91,509.47,157.79,356.8,157.45,487.67,159.8,134.37,635.67,334.11,156.83,7.49,120.55,147.16,206.62,156.13,141.57,234.86,311.78,96.5,48.59,36.44,141.53,77.8,166.16,385.59,15.81,117.38,267.52,191.42,110.6,287.38,57.71,331.34,198.27,564.17,210.5
19:05:00,208.6,201.74,259.91,916.93,334.26,506.7,401.25,568.54,104.52,636.0,264.72,107.86,506.48,87.91,158.4,166.55,69.06,208.17,150.47,60.56,434.73,33.6,181.3,399.39,65.96,360.87,165.38,103.85,140.36,129.18,53.59,349.72,20.04,408.32,207.74,309.63,157.04,44.86,341.07,182.69,335.8,59.14,215.83,15.11,75.78,244.25,516.58,159.13,362.98,159.04,502.14,160.16,126.96,662.78,316.16,159.56,7.51,114.94,152.33,204.66,156.15,136.08,227.5,310.51,92.45,46.61,35.9,132.26,80.53,158.77,361.19,15.66,115.63,267.93,197.56,105.66,306.72,61.93,335.97,192.06,546.1,207.1
19:10:00,194.87,212.92,252.56,915.64,337.94,524.53,399.33,561.84,103.77,675.53,266.75,112.58,512.05,89.63,150.34,169.98,73.35,212.7,151.8,59.81,426.09,33.54,182.25,418.37,62.52,350.65,162.58,102.58,141.53,124.86,56.04,343.81,19.02,421.61,196.61,293.05,157.94,47.35,348.08,192.04,317.82,60.85,211.39,15.37,71.73,251.94,523.77,154.35,344.06,162.13,485.35,162.37,134.73,666.18,326.45,157.68,7.64,118.98,145.69,207.16,152.77,143.63,234.41,307.45,96.49,46.97,36.63,141.06,77.02,166.42,367.45,15.85,118.01,266.02,183.08,105.15,294.6,60.65,340.63,197.89,547.7,210.28
19:15:00,187.52,205.34,261.83,925.01,354.08,505.89,400.26,597.16,107.73,652.85,275.65,110.43,536.51,86.4,155.05,175.51,70.89,207.64,153.3,63.09,426.6,33.97,175.69,401.04,60.85,363.53,162.32,108.2,143.6,130.94,55.0,343.27,19.62,430.4,190.17,283.45,157.26,45.66,359.42,185.6,307.41,61.73,216.91,16.0,69.37,239.18,504.03,147.86,334.88,156.3,508.99,164.39,129.63,642.28,333.26,167.59,7.99,114.75,149.83,202.76,154.32,138.51,241.96,323.06,94.65,48.54,37.83,139.67,79.21,161.46,368.76,15.51,121.85,276.17,193.36,105.4,306.16,62.24,327.8,204.26,539.82,200.78
19:20:00,178.12,208.75,257.02,920.53,350.85,507.57,379.4,560.29,108.27,628.54,275.0,113.98,531.61,85.51,158.88,168.96,68.25,212.13,151.68,59.19,417.27,34.47,181.07,394.34,64.02,356.85,159.43,101.51,144.06,126.53,56.27,337.15,20.1,411.34,196.02,292.17,156.17,46.42,346.0,187.9,316.86,56.24,216.15,16.67,71.51,243.48,531.31,161.38,352.32,154.68,491.84,157.09,125.96,661.96,318.5,157.25,7.82,115.13,146.25,198.08,154.93,140.81,253.44,316.48,97.69,48.42,36.41,144.14,77.32,157.04,382.15,15.15,117.3,277.54,195.4,99.91,290.69,62.02,345.54,213.96,545.62,207.1
19:25:00,172.93,199.42,255.42,908.08,334.77,521.46,409.25,611.78,100.09,651.72,268.2,109.55,507.25,81.86,156.68,181.07,70.77,209.05,152.73,61.55,414.17,34.3,186.28,405.06,65.21,354.62,166.73,105.55,150.09,127.3,55.01,352.58,19.82,427.64,191.65,285.65,165.73,44.35,370.8,180.62,309.79,62.98,214.15,17.28,69.91,253.27,516.94,149.22,358.86,148.08,494.86,169.54,132.78,681.02,331.12,171.7,8.06,118.29,155.56,210.83,154.88,134.52,246.76,321.58,93.89,47.23,39.02,140.31,82.24,162.84,378.88,16.13,125.71,256.59,188.65,107.77,312.68,61.44,336.2,208.32,562.87,210.1
19:30:00,161.18,199.85,271.58,896.06,344.27,520.77,394.05,559.38,105.67,647.78,275.9,102.62,521.63,83.08,158.86,174.42,70.34,213.29,155.58,65.03,421.0,33.34,174.46,414.69,65.61,377.06,161.62,111.52,147.37,124.32,57.7,341.78,20.1,426.56,185.86,277.03,155.46,44.44,357.17,180.36,300.44,58.6,215.33,18.19,67.8,253.38,529.23,159.4,361.05,150.29,483.26,157.57,129.89,637.76,330.28,156.99,8.0,118.13,154.16,208.73,152.03,134.8,246.74,307.15,87.96,48.58,37.59,143.66,81.5,160.91,387.59,15.97,121.09,270.89,192.14,103.76,292.81,61.78,344.18,208.3,551.77,205.23
19:35:00,155.84,213.71,264.98,902.51,355.23,494.53,377.63,589.21,110.33,647.71,265.91,107.74,538.25,89.36,171.49,175.61,70.33,209.35,151.68,60.17,413.83,34.01,171.23,402.29,64.2,367.9,160.57,103.2,140.07,127.69,56.99,339.55,21.7,429.51,182.67,272.26,156.74,47.52,359.61,192.9,295.27,62.05,216.16,18.93,66.64,243.4,522.2,160.64,353.31,161.65,496.36,163.35,132.39,626.01,332.57,165.37,7.93,112.18,155.31,204.48,150.79,144.16,243.86,317.09,92.34,46.82,37.85,137.56,82.1,163.87,386.99,15.64,121.92,282.84,186.44,99.44,301.33,62.02,339.62,205.87,530.78,211.76
19:40:00,146.98,214.82,266.39,889.11,332.58,499.85,385.61,570.58,106.23,626.32,262.8,113.77,503.93,86.1,159.25,179.41,68.01,208.93,152.74,57.73,412.42,34.27,178.7,399.23,61.82,369.85,161.5,99.01,151.54,125.04,53.19,341.51,20.15,417.13,196.51,292.89,160.82,47.77,367.4,193.31,317.65,57.9,214.46,19.7,71.69,247.01,507.98,153.3,340.19,155.75,486.04,165.12,126.3,653.33,322.98,160.14,7.67,113.38,154.39,199.3,152.35,144.91,236.43,329.98,97.51,46.28,38.67,142.09,81.62,161.15,378.95,15.25,124.56,272.33,188.58,101.54,315.36,61.53,330.37,199.6,536.51,206.46
19:45:00,139.06,198.08,262.45,891.76,350.42,487.99,394.39,586.03,107.66,663.76,276.49,109.75,530.95,87.68,158.72,170.18,72.07,216.93,152.32,63.62,419.41,33.69,171.24,412.67,64.05,364.38,164.58,109.12,149.56,130.06,56.92,348.03,20.08,415.13,195.34,291.16,161.3,44.05,348.5,179.39,315.77,63.04,213.12,20.31,71.26,237.68,509.31,155.33,352.46,158.62,505.56,156.99,133.81,626.08,321.44,164.47,7.89,110.7,148.11,209.19,153.7,133.61,244.3,321.81,94.07,48.69,36.68,143.86,78.3,169.58,384.22,16.0,118.15,275.98,184.75,103.85,310.9,61.15,331.24,206.24,532.24,203.06
19:50:00,134.03,205.86,257.35,885.8,356.13,504.75,397.3,598.89,103.42,614.79,259.59,110.8,539.6,87.34,163.51,171.07,66.76,206.89,148.58,61.93,415.17,33.59,179.94,388.35,64.83,357.31,154.15,106.22,146.74,129.84,54.31,325.98,20.69,423.95,186.71,278.29,160.46,45.78,350.32,186.52,301.81,60.98,208.55,21.06,68.11,251.29,517.95,161.38,356.74,157.99,504.72,163.77,124.96,657.8,328.26,168.08,7.67,114.49,152.23,212.36,152.49,138.86,239.17,314.48,94.97,45.71,36.87,144.21,80.48,155.9,382.85,16.25,118.77,265.11,194.79,104.62,310.59,59.84,336.86,201.91,533.85,207.15
19:55:00,124.63,201.9,268.87,866.09,355.55,506.55,392.47,572.59,105.74,627.49,260.74,105.58,538.74,88.9,166.68,176.73,68.13,212.55,151.38,62.14,415.37,33.69,181.17,409.79,66.28,373.31,162.53,106.57,138.67,129.07,55.21,343.69,21.09,398.21,196.16,292.37,160.36,44.9,361.92,182.55,317.08,56.85,211.56,21.5,71.56,247.06,528.12,159.52,364.75,160.82,501.72,157.98,134.1,662.39,308.33,160.7,7.92,114.9,154.35,209.21,153.72,136.19,230.82,302.41,90.49,45.91,38.09,142.29,81.6,160.59,354.06,16.01,122.7,271.06,191.95,103.35,310.88,60.7,343.47,194.86,535.87,206.28
20:00:00,118.26,201.01,261.53,874.21,360.34,501.9,410.46,611.59,106.77,630.28,270.8,118.27,545.99,80.79,159.03,170.78,68.44,200.57,152.4,58.54,409.73,33.74,174.96,396.28,64.33,363.12,161.58,100.4,144.4,126.89,56.59,341.69,20.12,419.93,198.97,296.57,164.74,44.7,349.72,182.3,321.64,58.47,214.52,21.61,72.59,249.7,526.32,158.32,353.99,146.15,493.25,160.14,130.9,639.59,325.15,171.64,7.95,113.85,149.81,204.84,153.55,135.59,243.26,320.17,101.37,47.68,36.81,143.5,79.2,170.85,375.84,15.67,118.57,273.7,189.98,108.08,299.99,61.55,342.3,205.37,528.66,206.04
20:05:00,117.95,209.88,272.84,865.82,350.18,530.28,384.81,606.17,108.53,621.18,268.17,111.39,530.6,85.68,152.41,167.34,67.45,207.95,148.81,60.69,410.25,31.89,177.32,405.39,64.48,378.82,167.92,104.09,141.44,129.09,58.6,355.11,19.28,409.37,193.25,288.03,162.22,46.67,342.68,188.96,312.38,64.6,221.16,21.52,70.5,246.59,499.37,163.55,354.82,155.0,501.81,167.52,134.89,648.26,316.97,170.12,7.88,120.29,146.59,213.52,151.26,141.57,245.45,334.5,95.48,47.22,36.06,144.03,77.49,161.57,386.74,16.34,116.18,278.23,191.61,101.33,304.09,63.46,324.78,207.21,552.66,199.28
